payer,code,hospital_name,code_type,hospital_state,cms_baseline_rate,hospital_rate,payer_standard_charge_gross,payer_standard_charge_discounted_cash,payer_standard_charge_negotiated_dollar,payer_standard_charge_negotiated_percentage,payer_standard_charge_min,payer_standard_charge_max,payer_standard_charge_methodology
Aetna,99283,Montefiore Medical Center,CPT,NY,69.5,66.65,,,377.13,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,46.39,,,323.34,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,46.39,,,384.57,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,46.39,385.0,250.25,79.79,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,46.39,,,343.75,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,46.39,,,421.18,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,46.39,385.0,250.25,261.59,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,46.39,,,377.13,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,57.96,,,323.34,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,57.96,,,384.57,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,57.96,385.0,250.25,79.79,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,57.96,,,343.75,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,57.96,,,421.18,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,57.96,385.0,250.25,261.59,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,57.96,,,377.13,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,323.34,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,384.57,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,385.0,250.25,79.79,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,343.75,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,421.18,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,385.0,250.25,261.59,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,377.13,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,66.0,,,323.34,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,66.0,,,384.57,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,66.0,385.0,250.25,79.79,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,66.0,,,343.75,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,66.0,,,421.18,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,66.0,385.0,250.25,261.59,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,66.0,,,377.13,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,70.0,,,323.34,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,70.0,,,384.57,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,70.0,385.0,250.25,79.79,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,70.0,,,343.75,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,70.0,,,421.18,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,70.0,385.0,250.25,261.59,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,70.0,,,377.13,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,50.88,,,323.34,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,50.88,,,384.57,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,50.88,385.0,250.25,79.79,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,50.88,,,343.75,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,50.88,,,421.18,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,50.88,385.0,250.25,261.59,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,50.88,,,377.13,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,73.68,77.29,,,323.34,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,73.68,77.29,,,384.57,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,73.68,77.29,385.0,250.25,79.79,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,73.68,77.29,,,343.75,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,73.68,77.29,,,421.18,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,73.68,77.29,385.0,250.25,261.59,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,73.68,77.29,,,377.13,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,323.34,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,384.57,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,385.0,250.25,79.79,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,343.75,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,421.18,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,385.0,250.25,261.59,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,377.13,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,65.7,,,323.34,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,65.7,,,384.57,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,65.7,385.0,250.25,79.79,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,65.7,,,343.75,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,65.7,,,421.18,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,65.7,385.0,250.25,261.59,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,65.7,,,377.13,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,72.6,,,323.34,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,72.6,,,384.57,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,72.6,385.0,250.25,79.79,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,72.6,,,343.75,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,72.6,,,421.18,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,72.6,385.0,250.25,261.59,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,72.6,,,377.13,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,77.29,,,323.34,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,77.29,,,384.57,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,77.29,385.0,250.25,79.79,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,77.29,,,343.75,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,77.29,,,421.18,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,77.29,385.0,250.25,261.59,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,77.29,,,377.13,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,129.17,,,323.34,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,129.17,,,384.57,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,129.17,385.0,250.25,79.79,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,129.17,,,343.75,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,129.17,,,421.18,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,129.17,385.0,250.25,261.59,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,129.17,,,377.13,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,323.34,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,384.57,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,385.0,250.25,79.79,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,343.75,,343.75,384.57,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,421.18,,83.78,1009.22,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,385.0,250.25,261.59,,64.75,366.24,fee schedule
Aetna,99283,Montefiore Medical Center,CPT,NY,78.59,298.06,,,377.13,,83.78,1009.22,fee schedule
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,1464.39,100.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,13788.39,42.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,7822.0,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,32829.5,100.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,7822.0,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,1037.64,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,,100.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,,,,,unknown
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,1464.39,278.23,1037.64,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,155.38,13583.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,1464.39,100.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,13788.39,42.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,7822.0,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,32829.5,100.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,7822.0,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,1037.64,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,,100.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,,,,,unknown
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,1464.39,278.23,1037.64,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,413.17,389.25,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,1464.39,278.23,1464.39,100.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,32829.5,6237.61,13788.39,42.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,1464.39,278.23,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,32829.5,6237.61,6894.2,21.0,,,percent of total billed charges
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,,,8124.66,,,,case rate
Aetna,43239,NYU Langone,CPT,NY,937.56,8125.0,,,8124.66,,,,case rate
